"Step","Yahoo b512 l0.0005 -- qx8h22fz - ndcg_5","Yahoo b512 l0.0005 -- qx8h22fz - ndcg_5__MIN","Yahoo b512 l0.0005 -- qx8h22fz - ndcg_5__MAX","Yahoo b512 l0.0005 -- qx8h22fz - ndcg_10","Yahoo b512 l0.0005 -- qx8h22fz - ndcg_10__MIN","Yahoo b512 l0.0005 -- qx8h22fz - ndcg_10__MAX","Yahoo b512 l0.0005 -- qx8h22fz - ndcg_20","Yahoo b512 l0.0005 -- qx8h22fz - ndcg_20__MIN","Yahoo b512 l0.0005 -- qx8h22fz - ndcg_20__MAX"
"14719","0.0002945915439949029","0.0002945915439949029","0.0002945915439949029","0.0003975178020675698","0.0003975178020675698","0.0003975178020675698","0.00044110791953320803","0.00044110791953320803","0.00044110791953320803"
"14820","0.0002716543143296252","0.0002716543143296252","0.0002716543143296252","0.0003771667289544244","0.0003771667289544244","0.0003771667289544244","0.00044117457503889315","0.00044117457503889315","0.00044117457503889315"
"14921","0.0002978631500073828","0.0002978631500073828","0.0002978631500073828","0.00036052259780981256","0.00036052259780981256","0.00036052259780981256","0.0004380748910341056","0.0004380748910341056","0.0004380748910341056"
"15022","0.00035126218387774997","0.00035126218387774997","0.00035126218387774997","0.00037242083141699925","0.00037242083141699925","0.00037242083141699925","0.0004471022569039738","0.0004471022569039738","0.0004471022569039738"
"15123","0.0003608492405061922","0.0003608492405061922","0.0003608492405061922","0.0004034842578918562","0.0004034842578918562","0.0004034842578918562","0.0004924618227678601","0.0004924618227678601","0.0004924618227678601"
"15224","0.0003580674866126508","0.0003580674866126508","0.0003580674866126508","0.00038067807358154897","0.00038067807358154897","0.00038067807358154897","0.0004784038964337045","0.0004784038964337045","0.0004784038964337045"
"15325","0.00038476617440934686","0.00038476617440934686","0.00038476617440934686","0.00040592482194859615","0.00040592482194859615","0.00040592482194859615","0.0005006755817213634","0.0005006755817213634","0.0005006755817213634"
"15426","0.00035415696790979116","0.00035415696790979116","0.00035415696790979116","0.0004170343651489264","0.0004170343651489264","0.0004170343651489264","0.0004518941531442577","0.0004518941531442577","0.0004518941531442577"
"15527","0.0003731836788722093","0.0003731836788722093","0.0003731836788722093","0.0004149024285720952","0.0004149024285720952","0.0004149024285720952","0.0005075627327672159","0.0005075627327672159","0.0005075627327672159"
"15628","0.0003858949392186651","0.0003858949392186651","0.0003858949392186651","0.00042616174948890214","0.00042616174948890214","0.00042616174948890214","0.0005332562249075521","0.0005332562249075521","0.0005332562249075521"
"15729","0.0003986061995651209","0.0003986061995651209","0.0003986061995651209","0.00041771436229610866","0.00041771436229610866","0.00041771436229610866","0.0005281021174722402","0.0005281021174722402","0.0005281021174722402"
"15884","0.0003779608716744461","0.0003779608716744461","0.0003779608716744461","0.0003991195192136954","0.0003991195192136954","0.0003991195192136954","0.0004911599008536137","0.0004911599008536137","0.0004911599008536137"
"15985","0.0003355070789278117","0.0003355070789278117","0.0003355070789278117","0.000373880171672741","0.000373880171672741","0.000373880171672741","0.00044996464292913914","0.00044996464292913914","0.00044996464292913914"
"16086","0.0003434411464720308","0.0003434411464720308","0.0003434411464720308","0.00042542670644215376","0.00042542670644215376","0.00042542670644215376","0.0005021712941572407","0.0005021712941572407","0.0005021712941572407"
"16187","0.0003740503529715865","0.0003740503529715865","0.0003740503529715865","0.000432665825569987","0.000432665825569987","0.000432665825569987","0.0005399261010713438","0.0005399261010713438","0.0005399261010713438"
"16288","0.00039029531004046317","0.00039029531004046317","0.00039029531004046317","0.0004314783879964783","0.0004314783879964783","0.0004314783879964783","0.0005095686190529912","0.0005095686190529912","0.0005095686190529912"
"16389","0.0003624678574344489","0.0003624678574344489","0.0003624678574344489","0.00040197516730186165","0.00040197516730186165","0.00040197516730186165","0.0005236830975396787","0.0005236830975396787","0.0005236830975396787"
"16490","0.0004292154060646766","0.0004292154060646766","0.0004292154060646766","0.0004906408638741629","0.0004906408638741629","0.0004906408638741629","0.0005866943352907027","0.0005866943352907027","0.0005866943352907027"
"16591","0.0003969875826368642","0.0003969875826368642","0.0003969875826368642","0.0004607812475617775","0.0004607812475617775","0.0004607812475617775","0.0005397857108806169","0.0005397857108806169","0.0005397857108806169"
"16692","0.0003613390926251307","0.0003613390926251307","0.0003613390926251307","0.0004420294804485585","0.0004420294804485585","0.0004420294804485585","0.0005180170168457496","0.0005180170168457496","0.0005180170168457496"
"16793","0.00033791201084091443","0.00033791201084091443","0.00033791201084091443","0.0004042918323179601","0.0004042918323179601","0.0004042918323179601","0.00048400626118513015","0.00048400626118513015","0.00048400626118513015"
"16894","0.0003740503529715865","0.0003740503529715865","0.0003740503529715865","0.0004576446196543121","0.0004576446196543121","0.0004576446196543121","0.0005500221346703092","0.0005500221346703092","0.0005500221346703092"
"16995","0.00036964998214978836","0.00036964998214978836","0.00036964998214978836","0.000436029803626834","0.000436029803626834","0.000436029803626834","0.0005307357184346817","0.0005307357184346817","0.0005307357184346817"
"17096","0.00035415696790979116","0.00035415696790979116","0.00035415696790979116","0.0004381930126881757","0.0004381930126881757","0.0004381930126881757","0.0005127465756377893","0.0005127465756377893","0.0005127465756377893"
"17197","0.00035415696790979116","0.00035415696790979116","0.00035415696790979116","0.00041795063283470445","0.00041795063283470445","0.00041795063283470445","0.0004775338113920851","0.0004775338113920851","0.0004775338113920851"
"17298","0.0002934627791855847","0.0002934627791855847","0.0002934627791855847","0.00037696315222009836","0.00037696315222009836","0.00037696315222009836","0.0004665549199080986","0.0004665549199080986","0.0004665549199080986"
"17399","0.00031963724270737585","0.00031963724270737585","0.00031963724270737585","0.0004025390703632769","0.0004025390703632769","0.0004025390703632769","0.00043270419540674326","0.00043270419540674326","0.00043270419540674326"
"17500","0.00024709846773609065","0.00024709846773609065","0.00024709846773609065","0.0003711833733480069","0.0003711833733480069","0.0003711833733480069","0.0004334772804928437","0.0004334772804928437","0.0004334772804928437"
"17601","0.000238787578211433","0.000238787578211433","0.000238787578211433","0.00031947796603486086","0.00031947796603486086","0.00031947796603486086","0.0004151446947613582","0.0004151446947613582","0.0004151446947613582"
"17702","0.00027958838187384417","0.00027958838187384417","0.00027958838187384417","0.0003665283055115265","0.0003665283055115265","0.0003665283055115265","0.00044659142328871065","0.00044659142328871065","0.00044659142328871065"
"17857","0.00032870007506091307","0.00032870007506091307","0.00032870007506091307","0.00037133509244657707","0.00037133509244657707","0.00037133509244657707","0.0004798381374261094","0.0004798381374261094","0.0004798381374261094"
"17958","0.0002716543143296252","0.0002716543143296252","0.0002716543143296252","0.00037479852183899744","0.00037479852183899744","0.00037479852183899744","0.0004200018516208503","0.0004200018516208503","0.0004200018516208503"
"18059","0.00035415696790979116","0.00035415696790979116","0.00035415696790979116","0.0004125544910714863","0.0004125544910714863","0.0004125544910714863","0.0005027653403313582","0.0005027653403313582","0.0005027653403313582"
"18160","0.000366868228256247","0.000366868228256247","0.000366868228256247","0.00041063746276439445","0.00041063746276439445","0.00041063746276439445","0.0005483270559956092","0.0005483270559956092","0.0005483270559956092"
"18261","0.00036964998214978836","0.00036964998214978836","0.00036964998214978836","0.0004122849995354524","0.0004122849995354524","0.0004122849995354524","0.0005360742703503295","0.0005360742703503295","0.0005360742703503295"
"18362","0.00028109396866360105","0.00028109396866360105","0.00028109396866360105","0.00034283714878025284","0.00034283714878025284","0.00034283714878025284","0.00039128567626312927","0.00039128567626312927","0.00039128567626312927"
"18463","0.0003001206796260192","0.0003001206796260192","0.0003001206796260192","0.00038279867862296685","0.00038279867862296685","0.00038279867862296685","0.0004136104669539709","0.0004136104669539709","0.0004136104669539709"
"18564","0.00037822296238438713","0.00037822296238438713","0.00037822296238438713","0.0004234441363221835","0.0004234441363221835","0.0004234441363221835","0.00046787672737919327","0.00046787672737919327","0.00046787672737919327"
"18665","0.0002978631500073828","0.0002978631500073828","0.0002978631500073828","0.0003656949109140773","0.0003656949109140773","0.0003656949109140773","0.0004123867325432558","0.0004123867325432558","0.0004123867325432558"
"18766","0.0003152368718855777","0.0003152368718855777","0.0003152368718855777","0.00035641994984159277","0.00035641994984159277","0.00035641994984159277","0.0004340805065104099","0.0004340805065104099","0.0004340805065104099"
"18867","0.000366868228256247","0.000366868228256247","0.000366868228256247","0.00042920995375151136","0.00042920995375151136","0.00042920995375151136","0.0004755021091586481","0.0004755021091586481","0.0004755021091586481"
"18968","0.00033791201084091443","0.00033791201084091443","0.00033791201084091443","0.000397443751125093","0.000397443751125093","0.000397443751125093","0.00044367193543542647","0.00044367193543542647","0.00044367193543542647"
"19069","0.00039420582874332284","0.00039420582874332284","0.00039420582874332284","0.00045282130134172334","0.00045282130134172334","0.00045282130134172334","0.0005323216044147267","0.0005323216044147267","0.0005323216044147267"
"19170","0.0003740503529715865","0.0003740503529715865","0.0003740503529715865","0.00039666093994048467","0.00039666093994048467","0.00039666093994048467","0.0004941036607719962","0.0004941036607719962","0.0004941036607719962"
"19271","0.0003779608716744461","0.0003779608716744461","0.0003779608716744461","0.00043726878329967126","0.00043726878329967126","0.00043726878329967126","0.00048419661649990305","0.00048419661649990305","0.00048419661649990305"
"19372","0.00033791201084091443","0.00033791201084091443","0.00033791201084091443","0.0004014818471068743","0.0004014818471068743","0.0004014818471068743","0.0004939509379133875","0.0004939509379133875","0.0004939509379133875"
"19473","0.0002716543143296251","0.0002716543143296251","0.0002716543143296251","0.00036064472277556897","0.00036064472277556897","0.00036064472277556897","0.0004677106274530254","0.0004677106274530254","0.0004677106274530254"
"19574","0.00033351164001911636","0.00033351164001911636","0.00033351164001911636","0.00039288661302034115","0.00039288661302034115","0.00039288661302034115","0.0004713901958977285","0.0004713901958977285","0.0004713901958977285"
"19675","0.00033904077565023266","0.00033904077565023266","0.00033904077565023266","0.0003781733687979863","0.0003781733687979863","0.0003781733687979863","0.00044206909016069305","0.00044206909016069305","0.00044206909016069305"
