"Step","Yahoo b512 l0.0005 -- qx8h22fz - contrast_sum","Yahoo b512 l0.0005 -- qx8h22fz - contrast_sum__MIN","Yahoo b512 l0.0005 -- qx8h22fz - contrast_sum__MAX","Yahoo b512 l0.0005 -- qx8h22fz - total_loss","Yahoo b512 l0.0005 -- qx8h22fz - total_loss__MIN","Yahoo b512 l0.0005 -- qx8h22fz - total_loss__MAX"
"6072","1434.4832763671875","1434.4832763671875","1434.4832763671875","1068.94970703125","1068.94970703125","1068.94970703125"
"6073","1426.4700927734375","1426.4700927734375","1426.4700927734375","1068.6927490234375","1068.6927490234375","1068.6927490234375"
"6074","1440.6651611328125","1440.6651611328125","1440.6651611328125","1090.5875244140625","1090.5875244140625","1090.5875244140625"
"6075","1441.759033203125","1441.759033203125","1441.759033203125","1086.5301513671875","1086.5301513671875","1086.5301513671875"
"6076","1466.934814453125","1466.934814453125","1466.934814453125","1074.7506103515625","1074.7506103515625","1074.7506103515625"
"6077","1391.796142578125","1391.796142578125","1391.796142578125","1048.6761474609375","1048.6761474609375","1048.6761474609375"
"6078","1432.784912109375","1432.784912109375","1432.784912109375","1073.9700927734375","1073.9700927734375","1073.9700927734375"
"6079","1369.4417724609375","1369.4417724609375","1369.4417724609375","1039.75146484375","1039.75146484375","1039.75146484375"
"6080","1412.3321533203125","1412.3321533203125","1412.3321533203125","1066.524658203125","1066.524658203125","1066.524658203125"
"6081","1404.4627685546875","1404.4627685546875","1404.4627685546875","1053.230224609375","1053.230224609375","1053.230224609375"
"6082","1433.9908447265625","1433.9908447265625","1433.9908447265625","1070.6748046875","1070.6748046875","1070.6748046875"
"6083","1396.43798828125","1396.43798828125","1396.43798828125","1057.4381103515625","1057.4381103515625","1057.4381103515625"
"6084","1448.6861572265625","1448.6861572265625","1448.6861572265625","1082.3865966796875","1082.3865966796875","1082.3865966796875"
"6085","1419.1185302734375","1419.1185302734375","1419.1185302734375","1083.0516357421875","1083.0516357421875","1083.0516357421875"
"6086","1425.9052734375","1425.9052734375","1425.9052734375","1067.2802734375","1067.2802734375","1067.2802734375"
"6087","1418.8912353515625","1418.8912353515625","1418.8912353515625","1083.1087646484375","1083.1087646484375","1083.1087646484375"
"6088","1458.4085693359375","1458.4085693359375","1458.4085693359375","1087.279052734375","1087.279052734375","1087.279052734375"
"6089","1441.3330078125","1441.3330078125","1441.3330078125","1077.3753662109375","1077.3753662109375","1077.3753662109375"
"6090","1436.3857421875","1436.3857421875","1436.3857421875","1080.340087890625","1080.340087890625","1080.340087890625"
"6091","1403.560791015625","1403.560791015625","1403.560791015625","1040.6451416015625","1040.6451416015625","1040.6451416015625"
"6092","1433.62890625","1433.62890625","1433.62890625","1078.86083984375","1078.86083984375","1078.86083984375"
"6093","1428.1126708984375","1428.1126708984375","1428.1126708984375","1069.860595703125","1069.860595703125","1069.860595703125"
"6094","1439.289306640625","1439.289306640625","1439.289306640625","1087.422607421875","1087.422607421875","1087.422607421875"
"6095","1436.9281005859375","1436.9281005859375","1436.9281005859375","1081.49951171875","1081.49951171875","1081.49951171875"
"6096","1426.2264404296875","1426.2264404296875","1426.2264404296875","1063.2275390625","1063.2275390625","1063.2275390625"
"6097","1404.5531005859375","1404.5531005859375","1404.5531005859375","1069.5390625","1069.5390625","1069.5390625"
"6098","1411.97216796875","1411.97216796875","1411.97216796875","1056.227294921875","1056.227294921875","1056.227294921875"
"6099","1426.9364013671875","1426.9364013671875","1426.9364013671875","1079.8692626953125","1079.8692626953125","1079.8692626953125"
"6100","1396.43994140625","1396.43994140625","1396.43994140625","1051.4556884765625","1051.4556884765625","1051.4556884765625"
"6101","1424.3753662109375","1424.3753662109375","1424.3753662109375","1060.0887451171875","1060.0887451171875","1060.0887451171875"
"6102","1435.404541015625","1435.404541015625","1435.404541015625","1093.702392578125","1093.702392578125","1093.702392578125"
"6103","1411.1724853515625","1411.1724853515625","1411.1724853515625","1069.6546630859375","1069.6546630859375","1069.6546630859375"
"6104","1390.6107177734375","1390.6107177734375","1390.6107177734375","1058.752685546875","1058.752685546875","1058.752685546875"
"6105","1431.8778076171875","1431.8778076171875","1431.8778076171875","1076.138427734375","1076.138427734375","1076.138427734375"
"6106","1419.7630615234375","1419.7630615234375","1419.7630615234375","1060.6741943359375","1060.6741943359375","1060.6741943359375"
"6107","1413.3505859375","1413.3505859375","1413.3505859375","1060.940185546875","1060.940185546875","1060.940185546875"
"6108","1439.5047607421875","1439.5047607421875","1439.5047607421875","1075.7786865234375","1075.7786865234375","1075.7786865234375"
"6109","1403.6287841796875","1403.6287841796875","1403.6287841796875","1077.5419921875","1077.5419921875","1077.5419921875"
"6110","1413.959228515625","1413.959228515625","1413.959228515625","1058.9095458984375","1058.9095458984375","1058.9095458984375"
"6111","1445.4901123046875","1445.4901123046875","1445.4901123046875","1089.747802734375","1089.747802734375","1089.747802734375"
"6112","1470.33154296875","1470.33154296875","1470.33154296875","1105.42822265625","1105.42822265625","1105.42822265625"
"6113","1415.386962890625","1415.386962890625","1415.386962890625","1070.228515625","1070.228515625","1070.228515625"
"6114","1436.7752685546875","1436.7752685546875","1436.7752685546875","1071.3804931640625","1071.3804931640625","1071.3804931640625"
"6115","1411.7532958984375","1411.7532958984375","1411.7532958984375","1053.796142578125","1053.796142578125","1053.796142578125"
"6116","1388.1363525390625","1388.1363525390625","1388.1363525390625","1069.1376953125","1069.1376953125","1069.1376953125"
"6117","1396.0513916015625","1396.0513916015625","1396.0513916015625","1050.306884765625","1050.306884765625","1050.306884765625"
"6118","1408.5181884765625","1408.5181884765625","1408.5181884765625","1069.939453125","1069.939453125","1069.939453125"
"6119","1413.9686279296875","1413.9686279296875","1413.9686279296875","1064.4698486328125","1064.4698486328125","1064.4698486328125"
"6121","1366.6004638671875","1366.6004638671875","1366.6004638671875","1039.0361328125","1039.0361328125","1039.0361328125"
"6122","1401.740478515625","1401.740478515625","1401.740478515625","1075.4915771484375","1075.4915771484375","1075.4915771484375"
"6123","1424.8939208984375","1424.8939208984375","1424.8939208984375","1062.641845703125","1062.641845703125","1062.641845703125"
"6124","1404.1112060546875","1404.1112060546875","1404.1112060546875","1059.5361328125","1059.5361328125","1059.5361328125"
"6125","1491.0760498046875","1491.0760498046875","1491.0760498046875","1102.9320068359375","1102.9320068359375","1102.9320068359375"
"6126","1429.5418701171875","1429.5418701171875","1429.5418701171875","1074.63720703125","1074.63720703125","1074.63720703125"
"6127","1417.5513916015625","1417.5513916015625","1417.5513916015625","1066.0595703125","1066.0595703125","1066.0595703125"
"6128","1405.921142578125","1405.921142578125","1405.921142578125","1060.7734375","1060.7734375","1060.7734375"
"6129","1406.6048583984375","1406.6048583984375","1406.6048583984375","1055.9761962890625","1055.9761962890625","1055.9761962890625"
"6130","1434.4500732421875","1434.4500732421875","1434.4500732421875","1086.4417724609375","1086.4417724609375","1086.4417724609375"
"6131","1400.3011474609375","1400.3011474609375","1400.3011474609375","1062.9822998046875","1062.9822998046875","1062.9822998046875"
"6132","1412.205078125","1412.205078125","1412.205078125","1056.918212890625","1056.918212890625","1056.918212890625"
"6133","1379.821533203125","1379.821533203125","1379.821533203125","1048.791259765625","1048.791259765625","1048.791259765625"
"6134","1405.6234130859375","1405.6234130859375","1405.6234130859375","1056.98583984375","1056.98583984375","1056.98583984375"
"6135","1417.2318115234375","1417.2318115234375","1417.2318115234375","1053.63818359375","1053.63818359375","1053.63818359375"
"6136","1415.43359375","1415.43359375","1415.43359375","1067.9195556640625","1067.9195556640625","1067.9195556640625"
"6137","1465.200439453125","1465.200439453125","1465.200439453125","1084.35205078125","1084.35205078125","1084.35205078125"
"6138","1442.772216796875","1442.772216796875","1442.772216796875","1072.5068359375","1072.5068359375","1072.5068359375"
"6139","1420.1951904296875","1420.1951904296875","1420.1951904296875","1077.0943603515625","1077.0943603515625","1077.0943603515625"
"6140","1432.4910888671875","1432.4910888671875","1432.4910888671875","1065.361083984375","1065.361083984375","1065.361083984375"
"6141","1466.5032958984375","1466.5032958984375","1466.5032958984375","1092.68701171875","1092.68701171875","1092.68701171875"
"6142","1433.34521484375","1433.34521484375","1433.34521484375","1065.842041015625","1065.842041015625","1065.842041015625"
"6143","1403.4210205078125","1403.4210205078125","1403.4210205078125","1052.76416015625","1052.76416015625","1052.76416015625"
"6144","1392.5316162109375","1392.5316162109375","1392.5316162109375","1057.994384765625","1057.994384765625","1057.994384765625"
"6145","1395.8529052734375","1395.8529052734375","1395.8529052734375","1057.25390625","1057.25390625","1057.25390625"
"6146","1406.684814453125","1406.684814453125","1406.684814453125","1061.789794921875","1061.789794921875","1061.789794921875"
"6147","1445.3778076171875","1445.3778076171875","1445.3778076171875","1090.0716552734375","1090.0716552734375","1090.0716552734375"
"6148","1406.8714599609375","1406.8714599609375","1406.8714599609375","1062.005126953125","1062.005126953125","1062.005126953125"
"6149","1394.1104736328125","1394.1104736328125","1394.1104736328125","1073.719482421875","1073.719482421875","1073.719482421875"
"6150","1435.4530029296875","1435.4530029296875","1435.4530029296875","1079.4560546875","1079.4560546875","1079.4560546875"
"6151","1444.941650390625","1444.941650390625","1444.941650390625","1077.61767578125","1077.61767578125","1077.61767578125"
"6152","1428.926513671875","1428.926513671875","1428.926513671875","1078.6839599609375","1078.6839599609375","1078.6839599609375"
"6153","1377.1204833984375","1377.1204833984375","1377.1204833984375","1041.60009765625","1041.60009765625","1041.60009765625"
"6154","1373.1199951171875","1373.1199951171875","1373.1199951171875","1050.445068359375","1050.445068359375","1050.445068359375"
"6155","1401.3529052734375","1401.3529052734375","1401.3529052734375","1047.8399658203125","1047.8399658203125","1047.8399658203125"
"6156","1443.961181640625","1443.961181640625","1443.961181640625","1074.819580078125","1074.819580078125","1074.819580078125"
"6157","1394.6622314453125","1394.6622314453125","1394.6622314453125","1070.252197265625","1070.252197265625","1070.252197265625"
"6158","1384.78369140625","1384.78369140625","1384.78369140625","1050.42138671875","1050.42138671875","1050.42138671875"
"6159","1429.9920654296875","1429.9920654296875","1429.9920654296875","1074.4534912109375","1074.4534912109375","1074.4534912109375"
"6160","1406.0740966796875","1406.0740966796875","1406.0740966796875","1059.8746337890625","1059.8746337890625","1059.8746337890625"
"6161","1428.2769775390625","1428.2769775390625","1428.2769775390625","1081.713623046875","1081.713623046875","1081.713623046875"
"6162","1423.4345703125","1423.4345703125","1423.4345703125","1064.9561767578125","1064.9561767578125","1064.9561767578125"
"6163","1449.736328125","1449.736328125","1449.736328125","1076.3994140625","1076.3994140625","1076.3994140625"
"6164","1397.83642578125","1397.83642578125","1397.83642578125","1077.6392822265625","1077.6392822265625","1077.6392822265625"
"6165","1413.4053955078125","1413.4053955078125","1413.4053955078125","1069.859130859375","1069.859130859375","1069.859130859375"
"6166","1474.234130859375","1474.234130859375","1474.234130859375","1088.973876953125","1088.973876953125","1088.973876953125"
"6167","1430.2725830078125","1430.2725830078125","1430.2725830078125","1070.901611328125","1070.901611328125","1070.901611328125"
"6168","1445.977294921875","1445.977294921875","1445.977294921875","1072.2335205078125","1072.2335205078125","1072.2335205078125"
"6169","1429.9833984375","1429.9833984375","1429.9833984375","1074.9786376953125","1074.9786376953125","1074.9786376953125"
"6170","1411.0906982421875","1411.0906982421875","1411.0906982421875","1073.8106689453125","1073.8106689453125","1073.8106689453125"
"6171","1436.8660888671875","1436.8660888671875","1436.8660888671875","1089.874267578125","1089.874267578125","1089.874267578125"
"6172","1425.5819091796875","1425.5819091796875","1425.5819091796875","1061.144287109375","1061.144287109375","1061.144287109375"
"6173","1420.6607666015625","1420.6607666015625","1420.6607666015625","1091.6309814453125","1091.6309814453125","1091.6309814453125"
"6174","1404.327880859375","1404.327880859375","1404.327880859375","1062.8951416015625","1062.8951416015625","1062.8951416015625"
"6175","1422.498291015625","1422.498291015625","1422.498291015625","1061.3834228515625","1061.3834228515625","1061.3834228515625"
"6176","1446.7860107421875","1446.7860107421875","1446.7860107421875","1082.221435546875","1082.221435546875","1082.221435546875"
"6177","1454.1146240234375","1454.1146240234375","1454.1146240234375","1078.1588134765625","1078.1588134765625","1078.1588134765625"
"6178","1431.7752685546875","1431.7752685546875","1431.7752685546875","1095.327880859375","1095.327880859375","1095.327880859375"
"6179","1439.5345458984375","1439.5345458984375","1439.5345458984375","1093.90478515625","1093.90478515625","1093.90478515625"
"6180","1384.050048828125","1384.050048828125","1384.050048828125","1049.777587890625","1049.777587890625","1049.777587890625"
"6181","1433.9754638671875","1433.9754638671875","1433.9754638671875","1072.104248046875","1072.104248046875","1072.104248046875"
"6182","1429.3250732421875","1429.3250732421875","1429.3250732421875","1076.3118896484375","1076.3118896484375","1076.3118896484375"
"6183","1438.2554931640625","1438.2554931640625","1438.2554931640625","1080.27490234375","1080.27490234375","1080.27490234375"
"6184","1405.3323974609375","1405.3323974609375","1405.3323974609375","1072.114990234375","1072.114990234375","1072.114990234375"
"6185","1429.643798828125","1429.643798828125","1429.643798828125","1070.2061767578125","1070.2061767578125","1070.2061767578125"
"6186","1446.567138671875","1446.567138671875","1446.567138671875","1099.4969482421875","1099.4969482421875","1099.4969482421875"
"6187","1436.1033935546875","1436.1033935546875","1436.1033935546875","1101.815185546875","1101.815185546875","1101.815185546875"
"6188","1418.423095703125","1418.423095703125","1418.423095703125","1076.3287353515625","1076.3287353515625","1076.3287353515625"
"6189","1454.7210693359375","1454.7210693359375","1454.7210693359375","1072.717041015625","1072.717041015625","1072.717041015625"
"6190","1428.4119873046875","1428.4119873046875","1428.4119873046875","1081.4959716796875","1081.4959716796875","1081.4959716796875"
"6191","1435.2332763671875","1435.2332763671875","1435.2332763671875","1066.0430908203125","1066.0430908203125","1066.0430908203125"
"6192","1409.2822265625","1409.2822265625","1409.2822265625","1058.40380859375","1058.40380859375","1058.40380859375"
"6193","1405.8787841796875","1405.8787841796875","1405.8787841796875","1043.15185546875","1043.15185546875","1043.15185546875"
"6194","1421.76806640625","1421.76806640625","1421.76806640625","1073.5283203125","1073.5283203125","1073.5283203125"
"6195","1413.3118896484375","1413.3118896484375","1413.3118896484375","1071.029541015625","1071.029541015625","1071.029541015625"
"6196","1415.4488525390625","1415.4488525390625","1415.4488525390625","1067.1199951171875","1067.1199951171875","1067.1199951171875"
"6197","1411.9290771484375","1411.9290771484375","1411.9290771484375","1074.2164306640625","1074.2164306640625","1074.2164306640625"
"6198","1431.1463623046875","1431.1463623046875","1431.1463623046875","1075.224853515625","1075.224853515625","1075.224853515625"
"6199","1423.6199951171875","1423.6199951171875","1423.6199951171875","1081.962158203125","1081.962158203125","1081.962158203125"
"6200","1420.9541015625","1420.9541015625","1420.9541015625","1087.46630859375","1087.46630859375","1087.46630859375"
"6201","1453.9959716796875","1453.9959716796875","1453.9959716796875","1081.5247802734375","1081.5247802734375","1081.5247802734375"
"6202","1426.47265625","1426.47265625","1426.47265625","1079.6019287109375","1079.6019287109375","1079.6019287109375"
"6203","1425.723876953125","1425.723876953125","1425.723876953125","1092.068359375","1092.068359375","1092.068359375"
"6204","1441.0355224609375","1441.0355224609375","1441.0355224609375","1081.353515625","1081.353515625","1081.353515625"
"6205","1444.8914794921875","1444.8914794921875","1444.8914794921875","1076.2081298828125","1076.2081298828125","1076.2081298828125"
"6206","1413.8594970703125","1413.8594970703125","1413.8594970703125","1052.9871826171875","1052.9871826171875","1052.9871826171875"
"6207","1433.7684326171875","1433.7684326171875","1433.7684326171875","1066.9110107421875","1066.9110107421875","1066.9110107421875"
"6208","1432.277587890625","1432.277587890625","1432.277587890625","1086.21728515625","1086.21728515625","1086.21728515625"
"6209","1384.0667724609375","1384.0667724609375","1384.0667724609375","1046.1044921875","1046.1044921875","1046.1044921875"
"6210","1457.4935302734375","1457.4935302734375","1457.4935302734375","1097.09814453125","1097.09814453125","1097.09814453125"
"6211","1463.2869873046875","1463.2869873046875","1463.2869873046875","1090.17626953125","1090.17626953125","1090.17626953125"
"6212","1408.0130615234375","1408.0130615234375","1408.0130615234375","1065.4659423828125","1065.4659423828125","1065.4659423828125"
"6213","1406.7357177734375","1406.7357177734375","1406.7357177734375","1081.613037109375","1081.613037109375","1081.613037109375"
"6214","1427.4061279296875","1427.4061279296875","1427.4061279296875","1078.152587890625","1078.152587890625","1078.152587890625"
"6215","1431.012451171875","1431.012451171875","1431.012451171875","1096.99755859375","1096.99755859375","1096.99755859375"
"6216","1450.9400634765625","1450.9400634765625","1450.9400634765625","1077.1932373046875","1077.1932373046875","1077.1932373046875"
"6217","1450.6575927734375","1450.6575927734375","1450.6575927734375","1085.6109619140625","1085.6109619140625","1085.6109619140625"
"6218","1430.1806640625","1430.1806640625","1430.1806640625","1075.7132568359375","1075.7132568359375","1075.7132568359375"
"6219","1434.2857666015625","1434.2857666015625","1434.2857666015625","1085.347412109375","1085.347412109375","1085.347412109375"
"6220","1393.7689208984375","1393.7689208984375","1393.7689208984375","1063.2044677734375","1063.2044677734375","1063.2044677734375"
"6222","1372.468994140625","1372.468994140625","1372.468994140625","1052.636962890625","1052.636962890625","1052.636962890625"
"6223","1426.9718017578125","1426.9718017578125","1426.9718017578125","1075.1429443359375","1075.1429443359375","1075.1429443359375"
"6224","1427.6932373046875","1427.6932373046875","1427.6932373046875","1080.0369873046875","1080.0369873046875","1080.0369873046875"
"6225","1435.5955810546875","1435.5955810546875","1435.5955810546875","1089.42578125","1089.42578125","1089.42578125"
"6226","1425.3233642578125","1425.3233642578125","1425.3233642578125","1068.66455078125","1068.66455078125","1068.66455078125"
"6227","1403.178955078125","1403.178955078125","1403.178955078125","1065.0328369140625","1065.0328369140625","1065.0328369140625"
"6228","1440.157470703125","1440.157470703125","1440.157470703125","1082.1038818359375","1082.1038818359375","1082.1038818359375"
"6229","1433.70849609375","1433.70849609375","1433.70849609375","1088.16552734375","1088.16552734375","1088.16552734375"
"6230","1441.771484375","1441.771484375","1441.771484375","1094.420654296875","1094.420654296875","1094.420654296875"
"6231","1410.8466796875","1410.8466796875","1410.8466796875","1058.0184326171875","1058.0184326171875","1058.0184326171875"
"6232","1421.2421875","1421.2421875","1421.2421875","1075.357177734375","1075.357177734375","1075.357177734375"
"6233","1410.8817138671875","1410.8817138671875","1410.8817138671875","1063.4718017578125","1063.4718017578125","1063.4718017578125"
"6234","1421.3092041015625","1421.3092041015625","1421.3092041015625","1089.3502197265625","1089.3502197265625","1089.3502197265625"
"6235","1424.603759765625","1424.603759765625","1424.603759765625","1079.830322265625","1079.830322265625","1079.830322265625"
"6236","1424.34765625","1424.34765625","1424.34765625","1080.37451171875","1080.37451171875","1080.37451171875"
"6237","1397.5418701171875","1397.5418701171875","1397.5418701171875","1072.2764892578125","1072.2764892578125","1072.2764892578125"
"6238","1413.6533203125","1413.6533203125","1413.6533203125","1076.1275634765625","1076.1275634765625","1076.1275634765625"
"6239","1441.312744140625","1441.312744140625","1441.312744140625","1077.713134765625","1077.713134765625","1077.713134765625"
"6240","1449.9989013671875","1449.9989013671875","1449.9989013671875","1095.612548828125","1095.612548828125","1095.612548828125"
"6241","1445.8436279296875","1445.8436279296875","1445.8436279296875","1076.718505859375","1076.718505859375","1076.718505859375"
"6242","1411.8599853515625","1411.8599853515625","1411.8599853515625","1092.8017578125","1092.8017578125","1092.8017578125"
"6243","1433.5999755859375","1433.5999755859375","1433.5999755859375","1075.228515625","1075.228515625","1075.228515625"
"6244","1433.716796875","1433.716796875","1433.716796875","1074.8077392578125","1074.8077392578125","1074.8077392578125"
"6245","1434.7489013671875","1434.7489013671875","1434.7489013671875","1070.277099609375","1070.277099609375","1070.277099609375"
"6246","1462.7559814453125","1462.7559814453125","1462.7559814453125","1109.6868896484375","1109.6868896484375","1109.6868896484375"
"6247","1449.6453857421875","1449.6453857421875","1449.6453857421875","1092.0220947265625","1092.0220947265625","1092.0220947265625"
"6248","1456.315673828125","1456.315673828125","1456.315673828125","1091.735107421875","1091.735107421875","1091.735107421875"
"6249","1405.3214111328125","1405.3214111328125","1405.3214111328125","1060.0703125","1060.0703125","1060.0703125"
"6250","1414.3106689453125","1414.3106689453125","1414.3106689453125","1072.0159912109375","1072.0159912109375","1072.0159912109375"
"6251","1416.6588134765625","1416.6588134765625","1416.6588134765625","1078.24853515625","1078.24853515625","1078.24853515625"
"6252","1420.2608642578125","1420.2608642578125","1420.2608642578125","1055.728271484375","1055.728271484375","1055.728271484375"
"6253","1413.704345703125","1413.704345703125","1413.704345703125","1075.897216796875","1075.897216796875","1075.897216796875"
"6254","1499.2073974609375","1499.2073974609375","1499.2073974609375","1106.5704345703125","1106.5704345703125","1106.5704345703125"
"6255","1437.615478515625","1437.615478515625","1437.615478515625","1081.05224609375","1081.05224609375","1081.05224609375"
"6256","1432.521484375","1432.521484375","1432.521484375","1090.071533203125","1090.071533203125","1090.071533203125"
"6257","1455.915771484375","1455.915771484375","1455.915771484375","1083.3070068359375","1083.3070068359375","1083.3070068359375"
"6258","1450.9771728515625","1450.9771728515625","1450.9771728515625","1084.5660400390625","1084.5660400390625","1084.5660400390625"
"6259","1411.2886962890625","1411.2886962890625","1411.2886962890625","1086.387939453125","1086.387939453125","1086.387939453125"
"6260","1404.2113037109375","1404.2113037109375","1404.2113037109375","1076.7208251953125","1076.7208251953125","1076.7208251953125"
"6261","1400.354736328125","1400.354736328125","1400.354736328125","1067.2821044921875","1067.2821044921875","1067.2821044921875"
"6262","1416.935546875","1416.935546875","1416.935546875","1079.855224609375","1079.855224609375","1079.855224609375"
"6263","1410.234619140625","1410.234619140625","1410.234619140625","1072.1734619140625","1072.1734619140625","1072.1734619140625"
"6264","1423.798583984375","1423.798583984375","1423.798583984375","1060.5035400390625","1060.5035400390625","1060.5035400390625"
"6265","1432.830078125","1432.830078125","1432.830078125","1081.9525146484375","1081.9525146484375","1081.9525146484375"
"6266","1472.9820556640625","1472.9820556640625","1472.9820556640625","1112.4056396484375","1112.4056396484375","1112.4056396484375"
"6267","1423.877685546875","1423.877685546875","1423.877685546875","1086.207763671875","1086.207763671875","1086.207763671875"
"6268","1443.3582763671875","1443.3582763671875","1443.3582763671875","1079.3197021484375","1079.3197021484375","1079.3197021484375"
"6269","1434.4622802734375","1434.4622802734375","1434.4622802734375","1070.738525390625","1070.738525390625","1070.738525390625"
"6270","1397.0726318359375","1397.0726318359375","1397.0726318359375","1064.576904296875","1064.576904296875","1064.576904296875"
"6271","1453.3037109375","1453.3037109375","1453.3037109375","1087.669677734375","1087.669677734375","1087.669677734375"
"6272","1415.32421875","1415.32421875","1415.32421875","1065.1136474609375","1065.1136474609375","1065.1136474609375"
"6273","1438.897216796875","1438.897216796875","1438.897216796875","1067.182861328125","1067.182861328125","1067.182861328125"
"6274","1418.8525390625","1418.8525390625","1418.8525390625","1075.1385498046875","1075.1385498046875","1075.1385498046875"
"6275","1410.85546875","1410.85546875","1410.85546875","1054.93603515625","1054.93603515625","1054.93603515625"
"6276","1404.6668701171875","1404.6668701171875","1404.6668701171875","1084.820068359375","1084.820068359375","1084.820068359375"
"6277","1473.0794677734375","1473.0794677734375","1473.0794677734375","1097.8516845703125","1097.8516845703125","1097.8516845703125"
"6278","1425.9315185546875","1425.9315185546875","1425.9315185546875","1061.0452880859375","1061.0452880859375","1061.0452880859375"
"6279","1412.614501953125","1412.614501953125","1412.614501953125","1076.8685302734375","1076.8685302734375","1076.8685302734375"
"6280","1435.935302734375","1435.935302734375","1435.935302734375","1083.881591796875","1083.881591796875","1083.881591796875"
"6281","1430.7734375","1430.7734375","1430.7734375","1084.7830810546875","1084.7830810546875","1084.7830810546875"
"6282","1414.9942626953125","1414.9942626953125","1414.9942626953125","1077.032470703125","1077.032470703125","1077.032470703125"
"6283","1451.7017822265625","1451.7017822265625","1451.7017822265625","1097.3975830078125","1097.3975830078125","1097.3975830078125"
"6284","1395.6434326171875","1395.6434326171875","1395.6434326171875","1062.0234375","1062.0234375","1062.0234375"
"6285","1419.207763671875","1419.207763671875","1419.207763671875","1064.106689453125","1064.106689453125","1064.106689453125"
"6286","1463.7371826171875","1463.7371826171875","1463.7371826171875","1100.4525146484375","1100.4525146484375","1100.4525146484375"
"6287","1409.529296875","1409.529296875","1409.529296875","1057.9766845703125","1057.9766845703125","1057.9766845703125"
"6288","1405.7874755859375","1405.7874755859375","1405.7874755859375","1063.994384765625","1063.994384765625","1063.994384765625"
"6289","1444.45068359375","1444.45068359375","1444.45068359375","1101.521240234375","1101.521240234375","1101.521240234375"
"6290","1421.2978515625","1421.2978515625","1421.2978515625","1088.1090087890625","1088.1090087890625","1088.1090087890625"
"6291","1396.9681396484375","1396.9681396484375","1396.9681396484375","1066.075439453125","1066.075439453125","1066.075439453125"
"6292","1433.1226806640625","1433.1226806640625","1433.1226806640625","1094.8502197265625","1094.8502197265625","1094.8502197265625"
"6293","1417.2293701171875","1417.2293701171875","1417.2293701171875","1084.03125","1084.03125","1084.03125"
"6294","1427.6361083984375","1427.6361083984375","1427.6361083984375","1072.5980224609375","1072.5980224609375","1072.5980224609375"
"6295","1417.9901123046875","1417.9901123046875","1417.9901123046875","1074.2227783203125","1074.2227783203125","1074.2227783203125"
"6296","1407.1741943359375","1407.1741943359375","1407.1741943359375","1076.491455078125","1076.491455078125","1076.491455078125"
"6297","1430.0653076171875","1430.0653076171875","1430.0653076171875","1072.0384521484375","1072.0384521484375","1072.0384521484375"
"6298","1392.1566162109375","1392.1566162109375","1392.1566162109375","1050.06787109375","1050.06787109375","1050.06787109375"
"6299","1405.5863037109375","1405.5863037109375","1405.5863037109375","1093.447998046875","1093.447998046875","1093.447998046875"
"6300","1446.4090576171875","1446.4090576171875","1446.4090576171875","1094.9378662109375","1094.9378662109375","1094.9378662109375"
"6301","1452.099853515625","1452.099853515625","1452.099853515625","1101.316162109375","1101.316162109375","1101.316162109375"
"6302","1463.8974609375","1463.8974609375","1463.8974609375","1111.2830810546875","1111.2830810546875","1111.2830810546875"
"6303","1456.626708984375","1456.626708984375","1456.626708984375","1080.0960693359375","1080.0960693359375","1080.0960693359375"
"6304","1396.9945068359375","1396.9945068359375","1396.9945068359375","1063.1815185546875","1063.1815185546875","1063.1815185546875"
"6305","1420.8489990234375","1420.8489990234375","1420.8489990234375","1090.376220703125","1090.376220703125","1090.376220703125"
"6306","1411.0130615234375","1411.0130615234375","1411.0130615234375","1056.175537109375","1056.175537109375","1056.175537109375"
"6307","1411.0238037109375","1411.0238037109375","1411.0238037109375","1077.2794189453125","1077.2794189453125","1077.2794189453125"
"6308","1454.71484375","1454.71484375","1454.71484375","1093.2933349609375","1093.2933349609375","1093.2933349609375"
"6309","1396.8778076171875","1396.8778076171875","1396.8778076171875","1059.1451416015625","1059.1451416015625","1059.1451416015625"
"6310","1426.5592041015625","1426.5592041015625","1426.5592041015625","1070.7113037109375","1070.7113037109375","1070.7113037109375"
"6311","1430.8431396484375","1430.8431396484375","1430.8431396484375","1093.6759033203125","1093.6759033203125","1093.6759033203125"
"6312","1414.3868408203125","1414.3868408203125","1414.3868408203125","1085.2801513671875","1085.2801513671875","1085.2801513671875"
"6313","1438.3250732421875","1438.3250732421875","1438.3250732421875","1073.473388671875","1073.473388671875","1073.473388671875"
"6314","1424.407470703125","1424.407470703125","1424.407470703125","1093.8203125","1093.8203125","1093.8203125"
"6315","1402.063232421875","1402.063232421875","1402.063232421875","1055.402099609375","1055.402099609375","1055.402099609375"
"6316","1386.156982421875","1386.156982421875","1386.156982421875","1057.6739501953125","1057.6739501953125","1057.6739501953125"
"6317","1421.5430908203125","1421.5430908203125","1421.5430908203125","1088.7703857421875","1088.7703857421875","1088.7703857421875"
"6318","1443.0528564453125","1443.0528564453125","1443.0528564453125","1084.2210693359375","1084.2210693359375","1084.2210693359375"
"6319","1446.476318359375","1446.476318359375","1446.476318359375","1079.675048828125","1079.675048828125","1079.675048828125"
"6320","1428.1949462890625","1428.1949462890625","1428.1949462890625","1083.6524658203125","1083.6524658203125","1083.6524658203125"
