"Step","Yahoo b512 l0.0005 -- qx8h22fz - hr_5","Yahoo b512 l0.0005 -- qx8h22fz - hr_5__MIN","Yahoo b512 l0.0005 -- qx8h22fz - hr_5__MAX","Yahoo b512 l0.0005 -- qx8h22fz - hr_10","Yahoo b512 l0.0005 -- qx8h22fz - hr_10__MIN","Yahoo b512 l0.0005 -- qx8h22fz - hr_10__MAX","Yahoo b512 l0.0005 -- qx8h22fz - hr_20","Yahoo b512 l0.0005 -- qx8h22fz - hr_20__MIN","Yahoo b512 l0.0005 -- qx8h22fz - hr_20__MAX"
"14416","0.004544877491430748","0.004544877491430748","0.004544877491430748","0.0037514282087088993","0.0037514282087088993","0.0037514282087088993","0.003338834581693538","0.003338834581693538","0.003338834581693538"
"14517","0.004392535229148153","0.004392535229148153","0.004392535229148153","0.0038339469341119718","0.0038339469341119718","0.0038339469341119718","0.0033737463501332995","0.0033737463501332995","0.0033737463501332995"
"14618","0.004456011171765901","0.004456011171765901","0.004456011171765901","0.003846642122635521","0.003846642122635521","0.003846642122635521","0.003367398755871525","0.003367398755871525","0.003367398755871525"
"14719","0.004367144852101054","0.004367144852101054","0.004367144852101054","0.0038847276882061697","0.0038847276882061697","0.0038847276882061697","0.003380093944395074","0.003380093944395074","0.003380093944395074"
"14820","0.004570267868477847","0.004570267868477847","0.004570267868477847","0.003941856036562143","0.003941856036562143","0.003941856036562143","0.003335660784562651","0.003335660784562651","0.003335660784562651"
"14921","0.004544877491430748","0.004544877491430748","0.004544877491430748","0.0039291608480385935","0.0039291608480385935","0.0039291608480385935","0.0033102704075155514","0.0033102704075155514","0.0033102704075155514"
"15022","0.004544877491430748","0.004544877491430748","0.004544877491430748","0.0038339469341119718","0.0038339469341119718","0.0038339469341119718","0.003329313190300876","0.003329313190300876","0.003329313190300876"
"15123","0.004684524565189793","0.004684524565189793","0.004684524565189793","0.0038656849054208454","0.0038656849054208454","0.0038656849054208454","0.003329313190300876","0.003329313190300876","0.003329313190300876"
"15224","0.004709914942236893","0.004709914942236893","0.004709914942236893","0.0038974228767297194","0.0038974228767297194","0.0038974228767297194","0.003354703567347975","0.003354703567347975","0.003354703567347975"
"15325","0.004557572679954297","0.004557572679954297","0.004557572679954297","0.003986289196394566","0.003986289196394566","0.003986289196394566","0.003395962930049511","0.003395962930049511","0.003395962930049511"
"15426","0.0045321823029071985","0.0045321823029071985","0.0045321823029071985","0.003922813253776819","0.003922813253776819","0.003922813253776819","0.0032848800304684524","0.0032848800304684524","0.0032848800304684524"
"15527","0.004443315983242351","0.004443315983242351","0.004443315983242351","0.003852989716897296","0.003852989716897296","0.003852989716897296","0.003278532436206678","0.003278532436206678","0.003278532436206678"
"15628","0.004570267868477847","0.004570267868477847","0.004570267868477847","0.0038085565570648724","0.0038085565570648724","0.0038085565570648724","0.0033197917989082138","0.0033197917989082138","0.0033197917989082138"
"15729","0.004595658245524946","0.004595658245524946","0.004595658245524946","0.0037831661800177734","0.0037831661800177734","0.0037831661800177734","0.0032690110448140154","0.0032690110448140154","0.0032690110448140154"
"15884","0.004481401548813","0.004481401548813","0.004481401548813","0.0038275993398501967","0.0038275993398501967","0.0038275993398501967","0.003329313190300876","0.003329313190300876","0.003329313190300876"
"15985","0.0045829630570013965","0.0045829630570013965","0.0045829630570013965","0.0038085565570648724","0.0038085565570648724","0.0038085565570648724","0.0032753586390757905","0.0032753586390757905","0.0032753586390757905"
"16086","0.004570267868477847","0.004570267868477847","0.004570267868477847","0.0038593373111590707","0.0038593373111590707","0.0038593373111590707","0.003424527104227498","0.003424527104227498","0.003424527104227498"
"16187","0.004608353434048496","0.004608353434048496","0.004608353434048496","0.0037514282087088993","0.0037514282087088993","0.0037514282087088993","0.003367398755871525","0.003367398755871525","0.003367398755871525"
"16288","0.004570267868477847","0.004570267868477847","0.004570267868477847","0.003757775802970674","0.003757775802970674","0.003757775802970674","0.0033737463501332995","0.0033737463501332995","0.0033737463501332995"
"16389","0.00446870636028945","0.00446870636028945","0.00446870636028945","0.0037958613685413227","0.0037958613685413227","0.0037958613685413227","0.003364224958740637","0.003364224958740637","0.003364224958740637"
"16490","0.004544877491430748","0.004544877491430748","0.004544877491430748","0.0038402945283737464","0.0038402945283737464","0.0038402945283737464","0.003370572553002412","0.003370572553002412","0.003370572553002412"
"16591","0.004544877491430748","0.004544877491430748","0.004544877491430748","0.0038974228767297194","0.0038974228767297194","0.0038974228767297194","0.0033578773644788625","0.0033578773644788625","0.0033578773644788625"
"16692","0.004544877491430748","0.004544877491430748","0.004544877491430748","0.003852989716897296","0.003852989716897296","0.003852989716897296","0.003392789132918624","0.003392789132918624","0.003392789132918624"
"16793","0.004633743811095594","0.004633743811095594","0.004633743811095594","0.003891075282467945","0.003891075282467945","0.003891075282467945","0.003364224958740637","0.003364224958740637","0.003364224958740637"
"16894","0.004506791925860099","0.004506791925860099","0.004506791925860099","0.0038402945283737464","0.0038402945283737464","0.0038402945283737464","0.0033166180017773265","0.0033166180017773265","0.0033166180017773265"
"16995","0.004303668909483306","0.004303668909483306","0.004303668909483306","0.003878380093944395","0.003878380093944395","0.003878380093944395","0.003338834581693538","0.003338834581693538","0.003338834581693538"
"17096","0.00446870636028945","0.00446870636028945","0.00446870636028945","0.0039291608480385935","0.0039291608480385935","0.0039291608480385935","0.003427700901358385","0.003427700901358385","0.003427700901358385"
"17197","0.0045829630570013965","0.0045829630570013965","0.0045829630570013965","0.003903770470991494","0.003903770470991494","0.003903770470991494","0.00343404849562016","0.00343404849562016","0.00343404849562016"
"17298","0.0046464389996191445","0.0046464389996191445","0.0046464389996191445","0.003878380093944395","0.003878380093944395","0.003878380093944395","0.0033420083788244254","0.0033420083788244254","0.0033420083788244254"
"17399","0.004722610130760442","0.004722610130760442","0.004722610130760442","0.003891075282467945","0.003891075282467945","0.003891075282467945","0.0033420083788244254","0.0033420083788244254","0.0033420083788244254"
"17500","0.0048114764504252885","0.0048114764504252885","0.0048114764504252885","0.003935508442300368","0.003935508442300368","0.003935508442300368","0.003367398755871525","0.003367398755871525","0.003367398755871525"
"17601","0.004570267868477847","0.004570267868477847","0.004570267868477847","0.00403072235622699","0.00403072235622699","0.00403072235622699","0.0033610511616097498","0.0033610511616097498","0.0033610511616097498"
"17702","0.0046972197537133425","0.0046972197537133425","0.0046972197537133425","0.0039608988193474675","0.0039608988193474675","0.0039608988193474675","0.0034054843214421735","0.0034054843214421735","0.0034054843214421735"
"17857","0.004684524565189793","0.004684524565189793","0.004684524565189793","0.0038275993398501967","0.0038275993398501967","0.0038275993398501967","0.003297575218992002","0.003297575218992002","0.003297575218992002"
"17958","0.004379840040624603","0.004379840040624603","0.004379840040624603","0.0037133426431382507","0.0037133426431382507","0.0037133426431382507","0.003192839913672718","0.003192839913672718","0.003192839913672718"
"18059","0.004303668909483306","0.004303668909483306","0.004303668909483306","0.003757775802970674","0.003757775802970674","0.003757775802970674","0.0032880538275993397","0.0032880538275993397","0.0032880538275993397"
"18160","0.00449409673733655","0.00449409673733655","0.00449409673733655","0.0038275993398501967","0.0038275993398501967","0.0038275993398501967","0.0033197917989082138","0.0033197917989082138","0.0033197917989082138"
"18261","0.004329059286530405","0.004329059286530405","0.004329059286530405","0.0038275993398501967","0.0038275993398501967","0.0038275993398501967","0.003278532436206678","0.003278532436206678","0.003278532436206678"
"18362","0.004519487114383648","0.004519487114383648","0.004519487114383648","0.0038720324996826204","0.0038720324996826204","0.0038720324996826204","0.003376920147264187","0.003376920147264187","0.003376920147264187"
"18463","0.004430620794718802","0.004430620794718802","0.004430620794718802","0.0038339469341119718","0.0038339469341119718","0.0038339469341119718","0.003307096610384664","0.003307096610384664","0.003307096610384664"
"18564","0.004557572679954297","0.004557572679954297","0.004557572679954297","0.0038275993398501967","0.0038275993398501967","0.0038275993398501967","0.003395962930049511","0.003395962930049511","0.003395962930049511"
"18665","0.00446870636028945","0.00446870636028945","0.00446870636028945","0.0038656849054208454","0.0038656849054208454","0.0038656849054208454","0.0033610511616097498","0.0033610511616097498","0.0033610511616097498"
"18766","0.004608353434048496","0.004608353434048496","0.004608353434048496","0.0037196902374000253","0.0037196902374000253","0.0037196902374000253","0.003297575218992002","0.003297575218992002","0.003297575218992002"
"18867","0.004544877491430748","0.004544877491430748","0.004544877491430748","0.003916465659515044","0.003916465659515044","0.003916465659515044","0.0033261393931699884","0.0033261393931699884","0.0033261393931699884"
"18968","0.0046972197537133425","0.0046972197537133425","0.0046972197537133425","0.003814904151326647","0.003814904151326647","0.003814904151326647","0.0033483559730862005","0.0033483559730862005","0.0033483559730862005"
"19069","0.004570267868477847","0.004570267868477847","0.004570267868477847","0.0037958613685413227","0.0037958613685413227","0.0037958613685413227","0.0033007490161228894","0.0033007490161228894","0.0033007490161228894"
"19170","0.00477339088485464","0.00477339088485464","0.00477339088485464","0.003948203630823917","0.003948203630823917","0.003948203630823917","0.003354703567347975","0.003354703567347975","0.003354703567347975"
"19271","0.004887647581566586","0.004887647581566586","0.004887647581566586","0.0039926367906563415","0.0039926367906563415","0.0039926367906563415","0.003392789132918624","0.003392789132918624","0.003392789132918624"
"19372","0.004570267868477847","0.004570267868477847","0.004570267868477847","0.003922813253776819","0.003922813253776819","0.003922813253776819","0.003338834581693538","0.003338834581693538","0.003338834581693538"
"19473","0.0046972197537133425","0.0046972197537133425","0.0046972197537133425","0.003954551225085693","0.003954551225085693","0.003954551225085693","0.003380093944395074","0.003380093944395074","0.003380093944395074"
"19574","0.004849562015995937","0.004849562015995937","0.004849562015995937","0.004049765139012314","0.004049765139012314","0.004049765139012314","0.0034784816554525835","0.0034784816554525835","0.0034784816554525835"
"19675","0.004684524565189793","0.004684524565189793","0.004684524565189793","0.0038720324996826204","0.0038720324996826204","0.0038720324996826204","0.003392789132918624","0.003392789132918624","0.003392789132918624"
